Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP08,OUT018,2924.1480638912817
FDU44,OUT046,2593.002076485899
DRG39,OUT035,845.190929174243
FDU32,OUT049,1932.8591590459162
FDY27,OUT049,2974.784038331532
NCP54,OUT013,2001.4640051544252
NCZ41,OUT049,2004.4549855204975
DRL49,OUT013,2269.045558802464
FDI05,OUT018,1033.8514402192668
FDY56,OUT045,3842.1978984515285
DRC13,OUT013,2028.53859995848
NCV29,OUT017,3095.7556593382174
FDR24,OUT049,1419.716142193561
FDZ34,OUT018,2820.712263502246
FDP37,OUT035,2059.453894341864
FDX08,OUT027,5055.585005253772
FDS57,OUT045,2184.7045966300793
NCG18,OUT049,1706.7364932008563
FDK25,OUT018,2538.477444252941
FDH53,OUT049,1288.823020250837
DRI59,OUT018,3187.1189243944264
FDA52,OUT046,2834.962922115574
FDT20,OUT010,47.457512251315784
FDE36,OUT019,460.8695362269501
FDI24,OUT017,2897.582866890728
FDB28,OUT018,2937.085118618648
FDV11,OUT017,2930.70937753402
FDP01,OUT046,2231.8813547902705
FDD34,OUT027,4200.620856415262
FDJ50,OUT027,1417.255298153861
FDZ44,OUT013,1824.590295807305
DRO59,OUT035,1215.045682961949
DRB48,OUT045,706.6023346559372
FDR21,OUT018,2474.2999130571366
NCE42,OUT010,661.7088386011816
FDO23,OUT046,1452.0581251937012
NCE30,OUT018,3035.2605030638592
FDQ22,OUT035,759.8990087787429
FDY01,OUT045,1809.9958787277303
FDS08,OUT017,2855.735826724822
FDG28,OUT018,3224.4568146800943
FDQ51,OUT018,592.5070736978961
FDB05,OUT017,4107.711108245945
FDO56,OUT049,1878.5878187945566
FDE02,OUT018,1250.7396645323101
FDN45,OUT017,3688.378954822671
FDS09,OUT013,744.014478602761
NCA54,OUT018,2686.1419296483023
FDP09,OUT010,705.0025048017943
FDC53,OUT045,1558.4251883778022
NCM55,OUT017,3203.840717788867
FDL09,OUT018,2464.89679322899
FDA11,OUT019,253.14775820142555
FDA50,OUT045,1462.749395925859
FDC23,OUT017,3238.529178359978
FDE22,OUT049,2625.1840109825216
FDD23,OUT046,3171.2967125853133
NCA29,OUT049,2863.371125156928
FDK38,OUT046,2337.25997348805
DRC13,OUT046,1943.0341859729037
NCP43,OUT049,2927.519655825796
FDX28,OUT049,1593.3931668615496
FDF08,OUT049,1468.740342518204
FDZ33,OUT046,2360.30210865938
FDD10,OUT049,2805.4588601632227
FDO58,OUT017,2697.1648596391437
FDI50,OUT017,4103.729440365949
FDO58,OUT045,2641.3129429249493
FDX08,OUT013,3071.9169447584914
NCK17,OUT010,40.937716768359344
FDF39,OUT035,4498.764994795985
FDU45,OUT010,421.3149766661848
NCJ18,OUT018,1546.1273758619236
DRC27,OUT019,636.3199917297097
DRC25,OUT035,1376.741492704743
FDU59,OUT035,2537.5374776408426
FDU28,OUT035,3362.800637836706
NCP30,OUT046,672.6384864850238
FDB39,OUT018,709.7236831173208
FDE41,OUT013,1328.3039553752615
DRH11,OUT010,171.72444941531185
FDA58,OUT045,3746.8756724094974
FDU50,OUT046,1833.5811849523757
FDM34,OUT013,2034.301011754039
FDM44,OUT027,2782.383682410186
FDR39,OUT045,2989.555567385509
FDM25,OUT045,2866.1653656302965
FDQ49,OUT049,2320.4576255199754
DRH25,OUT018,678.3809322209055
FDM09,OUT027,4405.611147440817
FDL44,OUT019,532.6021730768923
NCR42,OUT018,533.7230090985756
DRL59,OUT046,838.8429063967603
FDX43,OUT013,2653.4481369793093
DRK47,OUT010,808.9956371173257
FDU48,OUT018,1791.5820954918067
FDY12,OUT045,798.2691159717657
NCN43,OUT018,1674.9975250054656
NCM55,OUT018,2720.7913712785066
FDQ21,OUT027,3210.355485534871
FDX13,OUT035,4232.176367154266
NCK30,OUT027,5961.405745026703
FDG20,OUT049,2823.087358496771
DRG27,OUT017,724.3819658642893
FDY14,OUT018,3633.2403502166026
FDP59,OUT035,1583.115044843082
FDU60,OUT017,3019.6639447875395
NCC18,OUT019,430.2113602835155
DRJ39,OUT017,3751.5705097470145
FDS07,OUT049,1794.0912759460484
FDM08,OUT027,5836.1695533433685
FDP51,OUT045,1897.0157961647797
FDU16,OUT035,1315.886339208249
FDH12,OUT013,1704.6942174863655
DRE48,OUT010,753.7746250054402
NCL42,OUT027,6187.7481190340395
FDR21,OUT045,2804.059230958404
NCW29,OUT035,2217.5478945938576
FDO11,OUT013,4220.87150620664
NCM31,OUT049,2208.37635419147
FDV35,OUT019,404.70536759783545
FDF58,OUT017,1094.8306217676266
NCE43,OUT049,2730.141425197721
FDA02,OUT035,2427.4586696465763
DRL37,OUT010,81.28156344003114
FDR24,OUT018,1234.2382421679717
FDW59,OUT049,1308.9383875275764
FDS22,OUT049,775.6679817347639
FDW24,OUT017,819.0741539577982
FDU24,OUT035,1581.0247528729171
FDA21,OUT027,5122.093414258037
FDH58,OUT027,2984.22012102087
FDW36,OUT018,1397.965470312377
FDI45,OUT027,4628.96991713467
FDU01,OUT018,2815.2643325019335
FDF35,OUT027,2865.152034928201
FDU43,OUT019,641.913313056736
FDE24,OUT019,377.29051470320707
FDK50,OUT049,2684.644799807329
FDG31,OUT045,1012.0769037385063
FDC60,OUT045,1487.3597259984454
FDL36,OUT013,1439.8454802520043
FDP21,OUT013,3137.722456888125
FDW16,OUT045,1461.790936851279
FDX02,OUT017,3919.2867844592456
FDQ58,OUT027,3949.357168814374
FDT51,OUT046,1762.6492981122753
FDD59,OUT049,1254.4306228646817
NCM42,OUT018,1519.7851124496974
FDA57,OUT018,546.9874758518367
FDZ48,OUT035,1911.1856537406745
FDE46,OUT045,2493.953104301844
NCZ30,OUT019,342.24588675091
FDB56,OUT017,3248.671329404313
FDA25,OUT027,2779.993844280319
FDD20,OUT013,2112.860026866539
FDL25,OUT013,1393.2045557260326
NCO18,OUT049,2965.580018785621
FDJ45,OUT017,783.8024567995296
FDR12,OUT035,2940.0028611635175
NCF19,OUT010,97.28156255765867
FDK25,OUT046,2773.8489150840282
NCR17,OUT046,1802.6928770019524
FDC52,OUT046,2407.9659762896335
NCA54,OUT017,3163.5232679716205
FDR45,OUT010,926.7734838023702
NCM19,OUT049,1822.1005065221977
FDF39,OUT027,6542.48089777076
FDX23,OUT049,1547.6733329848435
FDD58,OUT027,2613.1967106327306
FDX28,OUT013,1646.3502425324757
NCD31,OUT013,2628.0601894456154
FDU57,OUT018,2129.4979668503424
FDI27,OUT046,734.965521669923
NCM42,OUT046,1713.3066192404124
FDD32,OUT027,2176.398342565935
FDI34,OUT013,3787.1950463255876
NCM29,OUT049,2119.223419947181
FDG46,OUT018,1583.7155498860957
DRC01,OUT010,140.51640067120604
FDB15,OUT027,6165.953012365805
NCA17,OUT027,3822.895050187594
FDF10,OUT046,2384.812495349252
FDR26,OUT027,4779.229819497158
FDI02,OUT049,1810.4552520545328
NCM54,OUT010,431.937255263448
FDF14,OUT013,2401.0805741455574
FDJ33,OUT010,421.8199997685146
FDM20,OUT035,4290.275090600463
FDC03,OUT027,5150.569155653495
NCX05,OUT046,1817.2535593045748
NCM41,OUT027,2450.4448964064914
NCU29,OUT010,495.06049050832627
FDQ59,OUT017,1347.4438978831322
FDH46,OUT010,350.9357133930404
FDH09,OUT013,739.2978744699894
NCD06,OUT045,769.9916748087411
FDC15,OUT035,2442.878925926469
DRD37,OUT027,1189.0920920660471
FDT28,OUT027,3784.220357191768
FDR28,OUT027,4251.059526849239
FDT38,OUT017,1326.5099857850278
FDV34,OUT027,2042.797786258281
FDY52,OUT035,1059.0874418350743
FDB34,OUT013,1401.9828347253192
DRL23,OUT018,1429.331949180301
DRB24,OUT046,2437.8937185034843
FDJ50,OUT046,870.0976411833892
FDQ49,OUT035,2379.265946154215
FDP20,OUT035,2045.775754218823
FDV19,OUT027,4214.836581441834
NCR54,OUT045,3167.3034036345925
FDO09,OUT010,910.2150651196697
FDS57,OUT018,2008.6649416669268
FDN10,OUT049,1870.44506240301
FDV23,OUT049,2020.8809419408308
FDY28,OUT049,3535.2759777523574
DRG51,OUT013,2609.4530499023685
FDD45,OUT019,232.671119740337
NCL18,OUT027,5098.01717486129
NCM29,OUT013,2107.4584619102875
FDF17,OUT027,5244.023524754062
FDE22,OUT017,2763.2828232004413
FDQ22,OUT017,749.5972896394339
FDS01,OUT013,2995.885228812649
FDW35,OUT027,1169.1783750418012
FDJ33,OUT046,2017.1446772436648
NCF54,OUT035,2884.268181175646
FDE09,OUT013,1745.6137486327254
NCE06,OUT045,2505.007223538785
DRH49,OUT049,1241.63678017807
FDY43,OUT045,2705.6169961642927
NCT05,OUT017,4299.979043722318
FDZ34,OUT045,3212.8096465582685
FDL38,OUT017,1465.2107632738578
FDZ31,OUT017,3250.0568429523255
FDR14,OUT035,925.2261829959606
NCN54,OUT049,1228.8807163647646
NCC42,OUT027,3462.161713908887
FDK08,OUT017,1703.7505349834123
FDP59,OUT013,1564.047077532038
FDV22,OUT035,2724.1651414509656
FDD33,OUT035,3856.4021875287685
DRE60,OUT027,5790.600558356072
FDK52,OUT046,3649.365558689766
FDA02,OUT017,2436.5161008409355
FDM56,OUT049,1717.4728708505686
FDE57,OUT035,2260.438821683793
FDM32,OUT045,1394.6419079629125
NCQ30,OUT027,3081.6208831995
FDQ27,OUT027,2753.6171778227986
FDT60,OUT027,3230.099810363316
FDU43,OUT049,3860.6019436924407
NCO55,OUT035,1760.1452026282388
FDG02,OUT045,3064.4087547807917
FDJ28,OUT013,3188.844159675537
FDP40,OUT045,1860.859239123282
FDJ38,OUT045,3213.188865883328
NCC54,OUT017,4048.5692920620404
NCZ41,OUT046,1982.3258432326265
FDK38,OUT019,476.3090229921692
FDU52,OUT013,2409.0943858887294
FDC40,OUT046,1177.3113820154895
NCR30,OUT017,1145.5527910194483
NCN18,OUT017,1813.1739401725808
FDB50,OUT035,1266.121772231061
FDG04,OUT013,3110.814959863708
FDR26,OUT035,2825.138176302861
NCT17,OUT018,2717.559490580959
FDX35,OUT027,5780.490949605042
FDS12,OUT046,2011.2126027462857
NCZ29,OUT027,3218.074442592414
FDB38,OUT010,574.4702076781635
FDP12,OUT013,688.3110140405847
FDP22,OUT046,832.1997941167662
FDS26,OUT018,3831.043821648337
FDR52,OUT046,3103.7993314640084
DRJ13,OUT046,2537.5279319916294
FDU48,OUT027,3348.847032271992
FDE29,OUT035,1044.8788097174784
NCT29,OUT049,1907.7065822779764
DRK37,OUT018,2814.8189748641107
FDK55,OUT046,1356.780933452918
FDR07,OUT046,1345.038246737779
FDO21,OUT027,5803.27292608733
FDK46,OUT049,4100.758091948582
FDB12,OUT045,1642.7219455974277
FDT31,OUT027,5094.758645973277
FDJ33,OUT045,1998.7445473092039
FDC26,OUT027,2872.374267901925
NCQ02,OUT045,3074.149067784667
FDP08,OUT010,590.464617428519
FDB11,OUT027,5734.015197172265
FDV55,OUT013,2292.7222800610634
FDW20,OUT049,1890.9769091511712
NCJ18,OUT019,309.8386762264821
FDC41,OUT018,1003.6721684966217
FDE14,OUT027,2710.052101222243
FDG35,OUT013,2741.3448611357753
FDF45,OUT035,1061.5348663118398
FDS19,OUT027,2115.3402104925985
FDS58,OUT019,506.7867001323857
FDA26,OUT017,3849.938769019658
FDM32,OUT049,1389.7778999700167
FDL45,OUT046,2074.263804507547
FDZ55,OUT049,2558.414693275054
FDY37,OUT049,2278.0928591594884
FDO46,OUT046,3052.7046069391904
FDQ60,OUT046,1868.0581091983756
FDA19,OUT018,1821.5803718328157
FDL15,OUT046,2403.2912746191078
FDM10,OUT018,3024.780474291196
NCL05,OUT017,709.5906375820817
DRK49,OUT010,50.05913261027741
NCE18,OUT027,6341.3817167298075
FDG40,OUT049,693.123579708127
DRI59,OUT045,3755.3581966911806
FDK28,OUT035,4294.3313623723925
NCD06,OUT019,77.34973117375854
FDO11,OUT019,763.0528596575039
FDK27,OUT046,1820.9279689506948
FDT43,OUT027,1469.215120988049
FDD38,OUT018,1419.3686118467012
FDA16,OUT049,3744.852536383155
FDL14,OUT027,3985.1611427898047
NCM17,OUT049,718.6764842309245
FDD20,OUT045,2034.9669639155675
FDA40,OUT045,1446.322772618947
FDL43,OUT045,1181.010771280774
FDV15,OUT045,1651.3324945186996
FDE52,OUT046,1426.6270255318468
NCL17,OUT010,460.1832933219436
NCJ31,OUT045,3653.602227141611
FDR60,OUT045,1194.1084686209851
NCA18,OUT035,1866.967011653877
FDS21,OUT027,1806.9304977625288
FDW09,OUT035,1328.9847309034562
FDL26,OUT035,2632.854559017609
FDS47,OUT018,1213.9443972378094
FDC39,OUT046,3282.3000083782
FDT51,OUT035,1844.3872615351133
FDK40,OUT035,4157.565291814322
NCG19,OUT045,3592.851284681226
FDZ07,OUT046,1000.9859736110142
FDF08,OUT027,2429.986941412145
FDO04,OUT013,863.3281369231615
FDK41,OUT018,1097.3908573592678
FDP15,OUT049,4163.558240536279
NCD43,OUT018,1433.0642593928364
NCP18,OUT013,2379.507645997643
FDZ51,OUT046,1493.5975510608494
DRH13,OUT035,1797.491856692368
FDF38,OUT045,715.6502915274446
NCI43,OUT045,783.2683497059562
FDM38,OUT027,1588.0138999669912
FDS03,OUT013,1072.7180474404531
DRJ47,OUT017,2878.822576583492
FDT50,OUT010,289.62785892971874
FDV02,OUT046,2713.2951857860094
NCG18,OUT017,1816.2354814233468
FDW52,OUT046,2684.4978914804083
FDS40,OUT035,725.9761443104056
FDN31,OUT017,3262.1930473608045
FDA37,OUT045,1988.7612792061666
FDA15,OUT046,4194.149978299392
FDL39,OUT046,2962.922677890248
FDJ53,OUT045,1880.6083189011104
FDX22,OUT013,3473.5851945135296
NCZ42,OUT045,3818.4480616273013
FDD56,OUT027,4630.073729078423
FDD40,OUT017,3402.2216700366607
FDS50,OUT013,3659.753557677534
NCN14,OUT013,3061.943555062292
FDT15,OUT013,3103.280071733014
NCS18,OUT027,2793.8559159180354
NCO26,OUT010,400.3457348421519
FDF58,OUT018,841.841555039769
NCB19,OUT013,1350.1178402632372
FDH26,OUT017,2322.141714961031
DRB24,OUT027,3925.1423739565194
FDA49,OUT018,1097.4418276728045
FDB32,OUT045,1483.9504850602298
FDI36,OUT017,3491.2166038715036
NCA17,OUT010,453.7896356822375
FDH22,OUT013,2008.0057067197038
NCM26,OUT018,2137.7650531669806
FDT15,OUT027,5053.2007146476935
FDB16,OUT018,1162.6648958605228
NCP54,OUT027,3233.4351536718445
FDJ36,OUT013,1687.5328249164438
FDO28,OUT045,1815.636998485514
FDU09,OUT013,873.6941929373205
FDF29,OUT017,2166.1364002108467
FDY08,OUT013,2164.0554279669195
DRJ59,OUT018,519.080504908166
FDT23,OUT027,2111.153153122956
FDU15,OUT018,517.6738346677
FDT47,OUT013,1587.2441380663563
FDI53,OUT019,538.3391303238831
FDR59,OUT018,3480.9205113185817
FDD53,OUT035,698.2523442896647
FDY51,OUT017,3754.828213053541
FDT04,OUT049,685.9337552437185
FDU51,OUT049,2889.032799519321
FDG14,OUT035,2512.7538498221957
NCU06,OUT045,3710.471521679355
DRG25,OUT046,3059.6170145912592
DRH49,OUT035,1363.4153222937543
FDN15,OUT035,2284.9685128811384
FDL43,OUT018,986.6499861447895
NCT18,OUT049,3119.3958220075947
NCB31,OUT013,3958.4801377048752
FDK57,OUT035,1909.7037380685194
FDY04,OUT019,459.06397924339825
NCP54,OUT046,1922.2234395620992
FDF41,OUT013,3825.5508903621467
FDM01,OUT045,1564.4150460224557
FDW03,OUT045,1735.1356282984063
FDF28,OUT045,2025.2992065254357
FDY37,OUT017,2402.2305730393996
FDQ03,OUT017,3995.995846973987
FDP51,OUT027,3035.452723206931
FDJ40,OUT017,1849.0141121007168
FDC32,OUT049,1428.3981672285342
DRI49,OUT027,2121.828787156766
NCW54,OUT017,960.1249138503988
FDF09,OUT017,678.4129016231184
FDP45,OUT018,3193.3861843377263
DRJ23,OUT018,2757.6713597927683
FDS59,OUT017,1877.8546829260483
FDY08,OUT046,2129.956159782091
FDX16,OUT049,2387.735949569115
FDY16,OUT018,2785.114281406325
FDK32,OUT035,2649.0917244892767
FDQ22,OUT013,725.5619095186329
NCC31,OUT018,2181.8392347180443
FDG58,OUT049,2469.9649440567096
DRF48,OUT013,3109.2961739813954
DRH36,OUT049,1117.4879136941804
NCR30,OUT035,1181.169736136872
FDB03,OUT019,643.7385025269931
FDZ28,OUT027,3264.6369958113382
FDR35,OUT017,3495.957285214344
DRD15,OUT027,5887.105973572433
FDJ33,OUT019,350.6100540907763
FDA56,OUT010,431.71450259071776
FDP56,OUT046,752.7963580938717
NCT30,OUT046,774.145126576442
FDK15,OUT017,1664.9989365811593
FDH44,OUT018,2094.9083072393205
FDV01,OUT013,2417.3781004806956
DRG03,OUT017,2470.0878927180606
FDG50,OUT027,2396.147478580951
FDR16,OUT010,756.0376580499468
FDZ60,OUT046,1622.6865158674948
DRG03,OUT045,2403.101003277267
FDS56,OUT018,3389.014895612712
FDU33,OUT045,760.2617265554749
DRD27,OUT035,1651.5982596252002
FDW22,OUT046,3632.732223216826
DRA24,OUT045,2648.929659814762
FDF38,OUT049,724.5835360900603
FDX48,OUT013,2457.1326256600632
FDS58,OUT018,2338.7914990165987
FDC32,OUT046,1401.4769284736606
NCQ29,OUT045,3975.7585940783483
DRK39,OUT018,1103.1343369661995
NCS38,OUT017,1865.8141228065663
DRO47,OUT013,1784.0737875201794
DRG27,OUT027,1213.8559008857121
FDC57,OUT027,5140.585620745056
FDS55,OUT046,2369.00304427293
NCJ06,OUT018,1616.6576400249307
FDO01,OUT019,296.25613893983973
NCM55,OUT045,3065.0374478083913
FDC52,OUT049,2468.574959561308
FDQ15,OUT045,1188.9754334085465
NCT30,OUT027,1335.8532230731787
NCR42,OUT027,1145.861912699023
FDD28,OUT035,996.1407565914722
FDQ34,OUT049,1688.8243553247426
FDZ12,OUT027,3566.494556198578
DRE13,OUT019,240.04735202263913
NCN07,OUT019,369.17639526168875
FDM28,OUT035,3124.3631088431393
FDI10,OUT017,2855.8218487734175
FDQ25,OUT013,2776.547948434723
FDA38,OUT010,971.6341115818338
DRI13,OUT049,3570.3874581237
FDY20,OUT027,2502.967344371851
NCZ53,OUT035,3235.5785055446504
NCM31,OUT013,2297.5718141422435
DRB01,OUT017,3153.723127698894
DRF37,OUT046,4058.213929847859
NCF42,OUT049,2802.10905765011
FDF16,OUT018,2077.934198529808
FDB41,OUT013,760.4377262104914
FDR34,OUT013,3821.9051536079082
FDR15,OUT018,2181.1299408983837
NCV42,OUT019,304.0573435735652
FDW51,OUT035,3534.385169676808
FDU36,OUT017,1624.8973755699367
FDX60,OUT049,1230.1899623792146
FDY03,OUT035,1852.6971946874478
FDW55,OUT045,4333.354913270845
FDT01,OUT010,759.3048481276862
FDG58,OUT013,2441.549684088751
FDK21,OUT017,4186.770104003184
NCS41,OUT019,515.4504528307084
FDS10,OUT045,2996.6122815697995
NCT53,OUT046,2632.861802837817
FDJ28,OUT018,2763.8340544991706
FDX44,OUT045,1337.9195201150317
FDT20,OUT018,545.2774085828316
FDO44,OUT017,1800.805118986756
NCX17,OUT049,3476.1700175411984
FDY01,OUT017,1907.0331594968034
FDJ12,OUT027,5523.194558715988
DRK35,OUT018,580.9466313858754
FDD47,OUT019,502.23143639336575
NCM53,OUT035,1715.7610667064548
FDO45,OUT013,1425.7973211784058
NCM42,OUT010,387.65849918397305
FDE04,OUT046,3004.230745632665
NCI30,OUT027,6050.20796828765
FDZ19,OUT013,2829.560310716172
FDW57,OUT013,2872.991303590319
FDA25,OUT013,1742.317947654764
FDT22,OUT046,985.7561003390655
FDP51,OUT013,1889.4928087334345
FDD48,OUT027,2956.8944777186107
FDY39,OUT035,3233.8790048855262
FDO48,OUT010,894.6453660690493
FDD23,OUT027,4851.62545897306
DRN35,OUT027,1189.5552708008684
FDT01,OUT035,3608.029309652674
FDC20,OUT010,142.05530501190088
DRJ35,OUT035,1057.7775797459424
FDB32,OUT046,1445.325306272291
FDL24,OUT046,2825.373798758006
NCV42,OUT035,1887.4147695989752
FDZ46,OUT046,1746.872341499375
FDC15,OUT013,2351.1565376654767
FDD08,OUT019,49.49881354599724
FDY50,OUT049,1382.292741646481
FDD36,OUT013,1878.063117154886
FDG57,OUT027,1402.8596660099304
FDL21,OUT018,566.9387063896285
FDN16,OUT027,2715.5676097234755
FDJ09,OUT027,1228.7998970111817
FDS01,OUT010,683.6126972526848
FDV33,OUT017,4120.942898221927
DRE12,OUT017,1823.9800311088256
FDR07,OUT013,1383.6358929923524
FDP48,OUT010,691.6527110370782
NCB55,OUT035,966.5543382919138
FDQ08,OUT013,1032.4792404261275
FDR34,OUT035,4125.5050934114715
FDO33,OUT046,1807.2521221377883
FDP13,OUT045,741.7656825999214
FDX12,OUT049,4172.36736832415
NCT06,OUT049,2748.608835463796
FDR16,OUT019,725.1972060527837
FDE36,OUT046,2721.8884794918567
FDZ36,OUT049,3186.963060907145
FDV13,OUT045,1427.455246635686
NCZ17,OUT035,712.996631102933
FDU56,OUT045,3085.0226432470604
FDM09,OUT035,2865.1967362480987
FDV02,OUT017,2844.6004157994425
FDS34,OUT018,1453.1406494276418
FDA11,OUT049,1514.6097036726044
FDP09,OUT017,3643.5558833171917
FDB29,OUT027,2942.3230411388045
FDT19,OUT017,2916.2827898071496
DRH15,OUT017,747.0940361697698
FDY38,OUT046,3645.974166371274
FDF14,OUT027,3902.012510618745
FDN48,OUT010,307.7498015108154
FDQ12,OUT013,3909.4813478698366
NCJ43,OUT045,2793.783702395307
FDE17,OUT019,428.64993598184515
FDB05,OUT035,4116.395196578661
FDH10,OUT045,2704.0189236065094
NCR06,OUT017,742.4166245578849
FDU32,OUT018,1641.462664432979
FDD56,OUT049,2801.230399085603
FDO36,OUT018,2728.830530877868
FDH16,OUT010,288.68105707728625
FDX10,OUT018,602.4827786012083
FDZ37,OUT017,1493.450924811142
FDU31,OUT010,840.7212918364204
DRC49,OUT049,2214.6029095865356
FDL15,OUT045,2412.1918403621576
FDN32,OUT019,617.7108593866336
DRH59,OUT027,1955.757265207589
NCU29,OUT049,2389.723087284385
FDR37,OUT019,641.9737877903748
FDS14,OUT018,2175.8474310764427
FDU02,OUT027,5771.363057031609
FDJ08,OUT035,3188.5163425448204
NCZ06,OUT045,3903.9789192004123
FDO31,OUT049,1234.3105922228128
FDH31,OUT018,1357.3835435272333
FDS58,OUT017,2773.8186866530605
NCA53,OUT027,1299.8693870359632
FDF50,OUT046,3271.163188298539
NCW42,OUT049,3632.961120423481
NCQ17,OUT045,2418.608896206512
FDK51,OUT018,3633.6803124606604
NCW41,OUT010,561.7935260777691
NCR29,OUT017,920.2152010308836
FDB08,OUT019,422.2141179191326
FDA40,OUT027,2288.572088823593
FDL14,OUT018,2246.9298352853766
FDB47,OUT046,3329.3474296954582
FDO03,OUT035,3999.9333430073916
DRK13,OUT019,552.4124102046518
FDX13,OUT010,1088.9326118827737
FDF52,OUT046,3027.860106644307
FDT11,OUT013,3181.694243930405
FDB08,OUT013,2519.7221046619
FDQ28,OUT018,2195.9733514602444
FDD29,OUT045,4222.256312612853
NCQ29,OUT027,5966.433311717287
NCO02,OUT013,1071.6413506925612
FDR56,OUT010,659.740676504737
NCM54,OUT049,2031.8505291823467
FDP51,OUT035,1913.780544579332
FDT38,OUT013,1244.8058908643375
FDZ20,OUT018,3644.238769042708
FDJ53,OUT013,1846.3799681619546
FDX13,OUT049,4165.2729833912545
FDP58,OUT035,3720.221151340775
NCK31,OUT019,126.26624597338203
FDA35,OUT018,1694.3484104872152
FDV37,OUT018,2913.127841766612
NCO07,OUT027,5574.778615453964
FDA20,OUT045,3073.098641341459
FDZ59,OUT035,2757.726674629652
NCY17,OUT017,728.928529492625
FDQ28,OUT035,2541.097251772092
FDV35,OUT017,2464.9679461653454
FDQ36,OUT013,714.5828936017778
FDD34,OUT018,2341.729121038681
FDK51,OUT045,4036.0695008506054
FDV31,OUT035,2874.2007567120104
FDR04,OUT035,1602.6789405639825
FDR14,OUT049,880.8794338835546
DRC36,OUT010,616.330783521952
FDE39,OUT019,297.8269900712739
FDP57,OUT049,1692.6122551195035
FDE57,OUT046,2167.2037331878278
NCN18,OUT046,1783.2020699747334
NCQ05,OUT018,2100.547564970293
FDW47,OUT035,1961.0531445620175
FDV46,OUT035,2307.483242911343
NCP29,OUT045,1023.3505068914473
FDE09,OUT018,1486.3286287330843
NCU06,OUT027,5883.132048229585
FDT19,OUT010,597.5726890427185
DRF15,OUT017,2509.888057692928
DRI51,OUT013,2723.38379877159
NCX54,OUT013,1656.6810269270625
DRE01,OUT013,3808.303669209068
NCB07,OUT045,3120.356244922
FDU50,OUT035,1834.9734992855663
FDG40,OUT035,702.2388645012638
FDW10,OUT018,2394.5439769302234
FDX51,OUT013,3191.3081087043124
NCP17,OUT045,1039.0578414968595
FDP21,OUT035,3241.1612748248644
FDL04,OUT045,1613.8568348698186
FDV23,OUT013,1976.3312957840608
FDF24,OUT046,1262.4727324412484
FDH56,OUT027,2986.686231768785
FDB51,OUT049,989.4768013817277
FDI58,OUT027,2520.6955328678027
FDR20,OUT013,783.6063826901125
FDC51,OUT018,1715.50059180702
FDB16,OUT027,2231.6938882508275
FDE40,OUT049,988.148907946259
NCM17,OUT035,742.5181653740501
FDU56,OUT035,3190.790078278666
FDS32,OUT019,394.6719530241663
FDX02,OUT049,3735.4537955319247
FDT39,OUT027,3773.4967842704527
FDE35,OUT017,1018.806996704647
NCI42,OUT019,649.5904036547863
DRL23,OUT046,1703.0476650827595
FDA10,OUT046,1835.313020079115
FDA11,OUT013,1485.6308403223147
NCM06,OUT046,2488.4309809511747
NCT05,OUT035,4286.231180493993
NCQ02,OUT010,707.7462119156306
NCY06,OUT049,2103.8270026581704
FDY56,OUT035,3969.7446077039804
FDL02,OUT035,1728.790288004679
NCI06,OUT035,3047.04455411029
FDQ14,OUT045,2324.2668578082366
FDQ12,OUT017,3998.3735221112706
FDP36,OUT046,787.2491144210867
FDK21,OUT027,6172.1884632569645
FDO40,OUT045,2394.850486723484
NCK54,OUT019,374.89131165265417
FDY09,OUT018,2589.6621071721165
NCW30,OUT049,3836.602676704873
NCC55,OUT027,1171.514218931208
FDE58,OUT018,1562.4981267950704
FDR39,OUT013,2997.5888047705466
FDU28,OUT049,3104.64379149661
FDH08,OUT017,3746.2275366387466
FDG35,OUT045,2838.345104788254
FDG22,OUT049,731.9916246708835
FDC34,OUT035,2598.8041511938372
FDP15,OUT018,3651.1620612381544
FDK34,OUT010,872.3787904809802
FDU45,OUT035,1963.0471228217857
FDQ04,OUT027,1190.0961216406972
FDX22,OUT018,3002.823825486185
FDB45,OUT017,1652.3219571631546
NCH43,OUT027,5600.088676887998
DRE60,OUT046,3579.3644779138044
FDD17,OUT027,6109.622215295204
NCM54,OUT017,2105.3371053214137
NCH55,OUT013,2057.328105707609
NCT06,OUT017,2798.6940263903416
FDA48,OUT027,5655.2679306997115
FDY58,OUT027,5994.801347350295
FDO25,OUT045,3361.1469086893685
FDN50,OUT045,1560.4289080193282
FDH35,OUT035,2742.708307080107
FDK09,OUT045,3727.620153897117
FDO16,OUT013,1245.2258536173913
FDW11,OUT045,1033.473856248339
FDU47,OUT027,3545.228817164577
NCQ42,OUT010,380.91823458548447
FDK55,OUT027,2351.0453664491706
FDN08,OUT049,1887.846069442875
FDT57,OUT045,3820.3349659278288
FDJ12,OUT018,2976.0346438297715
DRL59,OUT017,894.687202603998
NCN53,OUT046,728.1885503944189
FDO51,OUT010,86.17195736429488
FDK56,OUT017,3137.903966752076
FDY12,OUT035,889.7654816616486
FDU15,OUT035,741.682260998561
FDQ19,OUT046,4044.138575404956
DRF15,OUT045,2428.341416721296
DRE25,OUT019,247.96456791933954
FDK57,OUT018,1611.1813619433701
FDD33,OUT010,800.5765496767
FDR34,OUT027,5882.667574796717
